Date,Close,High,Low,Open,Volume,ret_1,ret_2,ret_3,ret_4,ret_5,sma_10,sma_20,ma_gap_10,ma_gap_20,range_pct,vol_10,vol_20,vol_chg,vol_sma_20,vol_ratio_20,co_ret,upper_wick,lower_wick,Future_Close_7d,Target_Return_7d,Target_Class
2010-01-04,6.695000171661377,6.83050012588501,6.6570000648498535,6.8125,151998000,,,,,,,,,,0.0259148702892567,,,,,,-0.017247681224018,0.0026885922962632,0.0056758933289308,6.45550012588501,-0.03577297081934724,0
2010-01-05,6.734499931335449,6.77400016784668,6.590499877929688,6.671500205993652,177038000,0.0058998892697967,,,,,,,,,0.0272477974293487,,,0.1647390097238121,,,0.0094431122531028,0.0058653555444312,0.0120276678134736,6.367499828338623,-0.054495524053565496,0
2010-01-06,6.612500190734863,6.736499786376953,6.582499980926514,6.730000019073486,143576000,-0.0181156346936651,-0.0123226256626131,,,,,,,,0.02328919485949,,,-0.1890102689818005,,,-0.0174591126308494,0.0009829515487309,0.0045368936019668,6.35699987411499,-0.03863898816636233,0
2010-01-07,6.5,6.616000175476074,6.440000057220459,6.600500106811523,220604000,-0.0170132608680289,-0.0348206895428607,-0.0291262384856649,,,,,,,0.0270769412700946,,,0.5364963503649636,,,-0.0152261351693351,0.0023846259483924,0.0092307604276216,6.380499839782715,-0.018384640033428486,1
2010-01-08,6.676000118255615,6.684000015258789,6.451499938964844,6.527999877929688,196610000,0.0270769412700946,0.0096030133367293,-0.0086865860385023,-0.0028379466644653,,,,,,0.0348262540706328,,,-0.1087650269260757,,,0.0226716058660319,0.0011983068995607,0.0114589481141042,6.289000034332275,-0.05796885516300138,0
2010-01-11,6.515500068664551,6.639999866485596,6.4604997634887695,6.63100004196167,175588000,-0.0240413491234331,0.0023846259483923,-0.0146692051829692,-0.0325190979142931,-0.0268110677213444,,,,,0.0275497047203035,,,-0.1069223335537358,,,-0.0174181831648654,0.0013812945175473,0.0084414556973605,6.330999851226807,-0.028317123090071613,0
2010-01-12,6.367499828338623,6.491000175476074,6.327499866485596,6.44950008392334,181926000,-0.0227151007238439,-0.0462103481804012,-0.0203846417940579,-0.0370510934335432,-0.0544955240535655,,,,,0.0256773165917993,,,0.0360958607649726,,,-0.0127142033518409,0.0065174860889729,0.0062818944532997,6.071499824523926,-0.0464860638860713,0
2010-01-13,6.45550012588501,6.485499858856201,6.287499904632568,6.394999980926514,214464000,0.0138202277061305,-0.0092088008820846,-0.0330287580085034,-0.0068461344792292,-0.0237429202754254,,,,,0.0306715127197814,,,0.1788529402064576,,,0.0094605387238376,0.0046471586067978,0.01665247838241,6.015500068664551,-0.0681589417768213,0
2010-01-14,6.367499828338623,6.519000053405762,6.320000171661377,6.456999778747559,195498000,-0.0136318326745168,0.0,-0.0227151007238439,-0.0462103481804012,-0.0203846417940579,,,,,0.0312524361380794,,,-0.0884344225604297,,,-0.0138609189214337,0.0097369888228768,0.0074597028594878,5.973999977111816,-0.06179817225522827,0
2010-01-15,6.35699987411499,6.482500076293945,6.353000164031982,6.459000110626221,307530000,-0.0016489916775345,-0.0152583455734215,-0.0016489916775345,-0.0243266353893305,-0.0477831393783703,6.52810001373291,,-0.026209791403009,,0.0203712308992284,,,0.5730595709419022,,,-0.0157919546004375,0.0036967069581696,0.0006291820296071,6.137499809265137,-0.034528876702300065,0
2010-01-19,6.380499839782715,6.400000095367432,6.21649980545044,6.315499782562256,177852000,0.0036967069581697,0.0020416194416268,-0.0116180442475032,0.0020416194416268,-0.0207198568734734,6.496649980545044,,-0.0178784667652026,,0.0287595477665963,0.0171753635359163,,-0.4216759340552141,,,0.010292147804348,0.0030562269531192,0.0155160221922655,6.301499843597412,-0.012381474519086116,1
2010-01-20,6.289000034332275,6.460000038146973,6.254000186920166,6.356500148773193,181494000,-0.0143405387897564,-0.0106968446011148,-0.0123281972709262,-0.0257919740230674,-0.0123281972709262,6.452099990844727,,-0.0252785847621524,,0.0327555811897333,0.0169832564294609,,0.0204777005600163,,,-0.0106190691199693,0.0164572887277409,0.0055652484053174,6.270500183105469,-0.0029416204684073965,1
2010-01-21,6.330999851226807,6.40749979019165,6.25,6.36299991607666,199412000,0.006678298086381,-0.0077580110961328,-0.0040899832315638,-0.0057322305607881,-0.0192859224274486,6.423949956893921,,-0.0144693072472278,,0.0248775539239872,0.0169398772789997,,0.0987250267226464,,,-0.0050290845940454,0.0070288856674616,0.0127941641336653,5.94350004196167,-0.06120673169658153,0
2010-01-22,6.071499824523926,6.383500099182129,6.038000106811523,6.28000020980835,231378000,-0.0409887905229685,-0.0345842277979001,-0.0484288101274071,-0.0449111302886113,-0.0464860638860713,6.3810999393463135,,-0.0485182990025546,,0.0569052132679089,0.0203137000693974,,0.1603012857801937,,,-0.0332006971844968,0.0170468405443616,0.0055175358116771,5.906000137329102,-0.027258452108709606,0
2010-01-25,6.015500068664551,6.113999843597412,5.906000137329102,6.105000019073486,240478000,-0.009223380956577,-0.0498341162496029,-0.0434886252464081,-0.0572055137189054,-0.0537202787813461,6.315049934387207,,-0.0474342829961681,,0.0345772926430182,0.0165129798957958,,0.0393295818962908,,,-0.0146601064912884,0.0014961057968907,0.0182029640238634,5.954999923706055,-0.010057375823773735,1
2010-01-26,5.973999977111816,6.14900016784668,5.953000068664551,6.027999877929688,191180000,-0.0068988597920417,-0.0160586099365908,-0.0563891774607784,-0.0500874631103263,-0.0637097206924687,6.260899925231934,,-0.0458240750605016,,0.0328088550272956,0.0157951752051113,,-0.2050000415838455,,,-0.0089581788174186,0.020254484496247,0.0035152173631942,5.796999931335449,-0.029628397464765213,0
2010-01-27,6.137499809265137,6.166500091552734,5.940000057220459,6.051499843597412,295306000,0.0273685692634311,0.020280897549332,0.0108704581485161,-0.0305638993063905,-0.0240897160502597,6.237899923324585,,-0.0160951787129567,,0.0369042837264698,0.0185039414886615,,0.5446490218642117,,,0.0142113472511635,0.0047250970572445,0.0181669718683548,5.869500160217285,-0.04366593195543252,0
2010-01-28,6.301499843597412,6.360000133514404,6.139999866485596,6.221499919891357,545862000,0.0267209840210018,0.0548208683863986,0.0475438071096812,0.0378819115080055,-0.0046596127503742,6.222499895095825,,0.0126958537297605,,0.0349123657048628,0.0202173530674629,,0.8484622730320412,,,0.0128586232799391,0.009283550165669,0.0129334373448519,5.84149980545044,-0.07299850028788799,0
2010-01-29,6.270500183105469,6.59250020980835,6.206999778747559,6.488500118255615,589426000,-0.0049194098645325,0.0216701226840863,0.0496317722011439,0.0423905097714558,0.0327761449943131,6.21279993057251,,0.0092873186289199,,0.0614784179576997,0.0198557485276052,,0.0798077169687576,,,-0.0335978933770527,0.0165856133507404,0.0101268483380318,5.901500225067139,-0.05884697348905628,0
2010-02-01,5.94350004196167,6.243000030517578,5.690999984741211,6.158999919891357,755488000,-0.0521489724256497,-0.0568118401208063,-0.0316089243718762,-0.0051054461444595,-0.0119690841793748,6.171449947357178,6.349774980545044,-0.0369361993275378,-0.0639825725837769,0.0928745759029519,0.0255454246183535,,0.2817351117867213,268635400.0,2.812317363981069,-0.0349894269739637,0.0141331050783497,0.0424833945381988,5.868000030517578,-0.012702954641382116,1
2010-02-02,5.906000137329102,5.948999881744385,5.71999979019165,5.939499855041504,461594000,-0.0063093975549449,-0.0581293413814794,-0.0627627891906011,-0.0377188886566749,-0.0113826314099837,6.123999977111817,6.31032497882843,-0.0355976225665382,-0.0640735370770707,0.0387741426054717,0.0253005492240851,0.0210931595997752,-0.3890121352026769,284115200.0,1.624671964048386,-0.0056401580149829,0.0016085381784594,0.0314934545906676,6.004499912261963,0.01667791612639656,1
2010-02-03,5.954999923706055,5.980500221252441,5.828000068664551,5.855999946594238,248118000,0.0082966111137126,0.0019348669408925,-0.0503150068075051,-0.0549868965312148,-0.029735216493788,6.0905999660491945,6.271349978446961,-0.0222638234490878,-0.0504436932762676,0.0256087581094347,0.0256218375086242,0.0211712076865218,-0.4624756820929214,287669200.0,0.8625115236528624,0.0169057339505942,0.0042821658896876,0.0047019107117405,5.982999801635742,0.004701910711740523,1
2010-02-04,5.796999931335449,6.016499996185303,5.787000179290772,5.932000160217285,255680000,-0.0265323248354091,-0.0184558421027984,-0.0246487944127056,-0.0755123575382017,-0.0800602911661667,6.037199974060059,6.23057496547699,-0.039786663313568,-0.069588286240666,0.0395894116979333,0.0260678817575626,0.0215074355951359,0.0304774341240861,293274400.0,0.8718115184959887,-0.0227579610983845,0.0145764769654829,0.0017249874354187,5.876500129699707,0.013714024375698661,1
2010-02-05,5.869500160217285,5.882500171661377,5.704999923706055,5.794000148773193,220496000,0.0125065084941504,-0.0143576430871823,-0.0061801517546734,-0.0124505562752483,-0.0639502449850162,6.017000007629394,6.199049973487854,-0.0245138519569691,-0.053161341605567,0.0302411181719349,0.0240635313297918,0.0217478266389164,-0.1376095118898623,293269000.0,0.7518558047389939,0.0130307230765394,0.0022148413134399,0.0151631693734963,5.815499782562256,-0.009200166314167072,1
2010-02-08,5.84149980545044,6.050000190734863,5.828000068664551,5.968999862670898,197804000,-0.0047704836872869,0.0076763627121072,-0.019059633872334,-0.0109211531288297,-0.0171616447869266,5.999599981307983,6.157324957847595,-0.0263517861774303,-0.0512925912728759,0.0380039595076549,0.0239789679650765,0.0204110516662093,-0.1029134315361729,293328700.0,0.6743424697276469,-0.0213603719473712,0.0138663580863919,0.0023110052615757,5.90399980545044,0.010699307041264311,1
2010-02-09,5.901500225067139,5.954500198364258,5.849999904632568,5.909999847412109,184460000,0.01027140659334,0.005451923328454,0.0180266163480211,-0.0089839965280168,-0.0007619221397441,5.992350006103516,6.126624965667725,-0.0151609603817938,-0.0367453111398423,0.0177074116320144,0.0242555553139542,0.0202967082216743,-0.0674607186912297,293772300.0,0.6279012691121661,-0.001438176406839,0.0075405149970391,0.0087266488978206,5.875999927520752,-0.004320985609400127,1
2010-02-10,5.868000030517578,5.930500030517578,5.800000190734863,5.900000095367432,124664000,-0.0056765556675344,0.0045365447144947,-0.0002555804853494,0.0122477315892899,-0.0146095540391431,5.96540002822876,6.101649975776672,-0.01632748805617,-0.0382929119478625,0.0222392363844627,0.0221261019809937,0.0198552326504543,-0.3241678412663992,290909200.0,0.4285323393003727,-0.0054237397173907,0.0051976712664495,0.0115882480281304,5.9004998207092285,0.005538478190632149,1
2010-02-11,6.004499912261963,6.020999908447266,5.824999809265137,5.860499858856201,166870000,0.0232617384176028,0.0174531361970171,0.0279038110485656,0.0230002126858583,0.0357943735353316,5.935700035095215,6.07909996509552,0.0115908615260145,-0.0122715621164135,0.0326422020228314,0.0216089850655683,0.0204030657641425,0.3385580440223321,288529500.0,0.5783464082528823,0.0245712920184023,0.0027479384505623,0.0059122408376705,5.861999988555908,-0.02373218849001088,0
2010-02-12,5.982999801635742,5.997000217437744,5.875,5.94950008392334,161470000,-0.0035806663236541,0.019597779570567,0.0138099760163401,0.0242232304883884,0.019337190275203,5.906949996948242,6.059874963760376,0.0128746315318041,-0.0126859320669761,0.0203911451583851,0.0216109476000982,0.020261446271034,-0.0323605201653982,286828100.0,0.5629504222215327,0.0056306777443242,0.0023400328039747,0.0124519616234938,5.986000061035156,0.0005014640646643172,1
2010-02-16,5.876500129699707,6.025000095367432,5.859000205993652,6.002999782562256,178654000,-0.0178003803220783,-0.0213173094233649,0.0014485513186643,-0.0042362271310677,0.0059916674509874,5.900250005722046,6.035849976539612,-0.0040252321510624,-0.0264005645367714,0.0282480874176824,0.0148683363564597,0.0205285772114255,0.1064222456183812,280384300.0,0.6371754766582866,-0.0210727398708242,0.0037437781535963,0.0029779500246431,5.909999847412109,0.005700624006301894,1
2010-02-17,5.815499782562256,5.856500148773193,5.777500152587891,5.853499889373779,178896000,-0.0103803872698234,-0.0279959927506084,-0.0314764147658233,-0.008946872474827,-0.0145726407227078,5.891199970245362,6.007599973678589,-0.0128497060132815,-0.0319761954787256,0.0135843864051347,0.0150830292073789,0.0205022305897367,0.0013545736451465,280436500.0,0.6379198142895094,-0.0064918608575541,0.0005159074046241,0.0065341985031633,5.920000076293945,0.017969271367704803,1
2010-02-18,5.90399980545044,5.92549991607666,5.741000175476074,5.791999816894531,196002000,0.0152179565294716,0.0046796009774168,-0.013204078021815,-0.0167374649479614,0.0061349309382479,5.8860999584198,5.988349962234497,0.0030410368762146,-0.014085709304902,0.0312499570935385,0.0157246502300735,0.020812736382929,0.0956198014488864,281161900.0,0.6971143672026686,0.0193370152100521,0.0036416177734916,0.0086381509314033,6.227000236511231,0.054708746901143905,2
2010-02-19,5.875999927520752,5.954500198364258,5.849999904632568,5.895500183105469,142312000,-0.0047425269058849,0.010403258055293,-8.511906201225106e-05,-0.0178839842324141,-0.0214006139759944,5.89399995803833,5.9655999660491945,-0.0030539583721967,-0.0150194513608631,0.0177842571512387,0.013034317208439,0.0206911152892739,-0.273925776267589,278306900.0,0.511349161662898,-0.0033076507470219,0.010040846832291,0.0044247827108387,6.276500225067139,0.06815866277850159,2
